Category,Color,Discount,Frequency of Purchases,Gender,Item,Location,Payment Method,Season,Shipping Type,Size,Subscription Status,Age,Customer,Previous Purchases,Review Rating,Sales (USD)
Clothing,Magenta,Yes,Quarterly,Male,T-shirt,California,Card,Spring,Store Pickup,S,No,28,219,7,2.9,29.91
Accessories,Cyan,Yes,Fortnightly,Male,Belt,Nevada,Cash,Spring,Courier,M,No,32,220,8,3,149.23
Footwear,Indigo,Yes,Fortnightly,Male,Sneakers,Arizona,Card,Spring,Courier,S,No,39,221,0,3.7,45.69
Accessories,Magenta,Yes,Quarterly,Male,Hat,North Carolina,Cash,Summer,Store Pickup,XL,Yes,28,222,5,4.4,67.2
Accessories,Gray,Yes,Fortnightly,Male,Gloves,New York,Card,Spring,Courier,XL,Yes,33,223,6,4.5,221.97
Clothing,Turquoise,Yes,Fortnightly,Male,Pants,Wyoming,Card,Spring,Courier,M,Yes,20,224,1,4.8,25.68
Clothing,Beige,Yes,Monthly,Male,Socks,South Dakota,Cash,Summer,Courier,S,No,34,225,8,2.9,118.93
Outerwear,Olive,Yes,Fortnightly,Male,Jacket,Arkansas,Cash,Spring,Store Pickup,M,No,25,226,9,3.2,10.3
Clothing,Black,Yes,Weekly,Male,Skirt,Mississippi,Cash,Fall,Courier,L,No,33,227,2,4,12.26
Footwear,Violet,Yes,Monthly,Male,Shoes,Texas,Card,Spring,Courier,L,No,29,227,4,3.3,82.97
Clothing,Turquoise,Yes,Fortnightly,Male,Jeans,Rhode Island,Card,Winter,Courier,M,Yes,50,228,2,4.2,167.9
Clothing,White,Yes,Fortnightly,Male,Socks,New Hampshire,Card,Spring,Store Pickup,M,No,18,229,1,2.9,99.89
Footwear,Silver,Yes,Monthly,Male,Sandals,Ohio,Card,Spring,Store Pickup,S,Yes,70,230,2,4.6,14.32
Accessories,Olive,Yes,Fortnightly,Male,Scarf,Utah,Card,Fall,Courier,L,Yes,66,231,0,4.1,149.1
Clothing,Blue,Yes,Monthly,Male,Blouse,Tennessee,Card,Spring,Courier,M,No,28,232,4,3.1,12.95
Accessories,Purple,Yes,Weekly,Male,Jewelry,Hawaii,Cash,Winter,Courier,L,No,21,233,1,4.2,13.61
Clothing,Yellow,Yes,Monthly,Male,Sweater,Arizona,Cash,Fall,Store Pickup,XL,Yes,19,234,2,4.5,118.85
Accessories,Silver,Yes,Weekly,Male,Gloves,South Dakota,Card,Summer,Store Pickup,S,No,20,235,2,3.7,23.68
Accessories,Cyan,Yes,Quarterly,Male,Sunglasses,New Jersey,Card,Winter,Courier,M,No,43,236,1,3.7,156.78
Outerwear,Green,Yes,Fortnightly,Male,Coat,North Dakota,Card,Winter,Store Pickup,L,No,38,237,0,3.4,67.17
Clothing,Beige,Yes,Fortnightly,Male,Dress,Iowa,Card,Summer,Store Pickup,M,No,50,238,0,3,167.73
Clothing,Peach,Yes,Fortnightly,Male,Skirt,Ohio,Cash,Fall,Courier,M,No,64,239,4,4.2,19.1
Clothing,Yellow,Yes,Weekly,Male,Pants,Vermont,Card,Summer,Courier,L,No,49,240,0,2.9,37.16
Clothing,Turquoise,Yes,Fortnightly,Male,Sweater,Montana,Cash,Winter,Courier,XL,No,33,241,1,3.5,29.9
Clothing,Peach,Yes,Weekly,Male,Hoodie,Delaware,Card,Winter,Courier,M,Yes,36,242,0,4.1,148.97
Outerwear,Gray,Yes,Monthly,Male,Coat,New York,Card,Summer,Store Pickup,L,Yes,55,243,0,4.3,129.92
Accessories,Olive,Yes,Monthly,Male,Jewelry,Kentucky,Card,Winter,Courier,M,No,25,244,3,2.8,1059.74
Accessories,Indigo,Yes,Weekly,Male,Belt,Oregon,Card,Spring,Courier,S,Yes,28,245,0,4.9,26.7
Footwear,Charcoal,Yes,Fortnightly,Male,Sandals,Rhode Island,Card,Summer,Store Pickup,L,No,49,246,0,3.3,39.85
Accessories,Beige,Yes,Weekly,Male,Sunglasses,Nevada,Card,Spring,Courier,XL,No,35,247,3,3.2,135.35
Clothing,Brown,Yes,Weekly,Male,Sweater,Montana,Card,Spring,Courier,XL,Yes,29,248,6,4.4,62.32
Accessories,Blue,Yes,Weekly,Male,Belt,Pennsylvania,Card,Winter,Courier,M,Yes,33,249,1,4.8,1020.61
Accessories,Teal,Yes,Fortnightly,Male,Handbag,Alaska,Card,Fall,Courier,S,No,28,250,4,4.2,32.09
Accessories,Gold,Yes,Fortnightly,Male,Handbag,Wyoming,Card,Winter,Courier,XL,No,21,252,1,2.5,37.15
Clothing,Violet,Yes,Fortnightly,Male,Shorts,Delaware,Card,Summer,Courier,M,No,32,253,1,3.9,25.67
Footwear,Cyan,Yes,Weekly,Male,Boots,Oklahoma,Cash,Winter,Courier,L,Yes,19,254,5,4.9,79.99
Accessories,White,Yes,Weekly,Male,Sunglasses,Indiana,Card,Winter,Store Pickup,M,No,31,255,3,3.5,26.69
Accessories,Charcoal,Yes,Fortnightly,Male,Scarf,Maryland,Card,Spring,Courier,M,No,43,256,2,4.2,9.12
Accessories,Violet,Yes,Monthly,Male,Jewelry,South Dakota,Card,Spring,Courier,XL,Yes,43,257,3,4.7,15.82
Accessories,Red,Yes,Quarterly,Male,Handbag,West Virginia,Card,Summer,Courier,M,Yes,20,258,4,4.5,39.84
Accessories,Lavender,Yes,Quarterly,Male,Gloves,Alabama,Cash,Spring,Courier,S,No,36,259,5,2.8,82.93
Clothing,Gold,Yes,Fortnightly,Male,Jeans,Louisiana,Card,Fall,Courier,M,No,32,260,6,2.9,45.67
Accessories,Red,Yes,Monthly,Male,Hat,Montana,Card,Winter,Courier,S,No,38,261,9,3.2,45.65
Clothing,Magenta,Yes,Fortnightly,Male,Jeans,California,Card,Winter,Courier,L,Yes,21,262,3,4.9,92.59
Clothing,Teal,Yes,Fortnightly,Male,Pants,Hawaii,Card,Summer,Store Pickup,M,No,37,263,5,3.7,24.63
Clothing,Purple,Yes,Monthly,Male,Shorts,Iowa,Card,Summer,Store Pickup,M,No,27,264,1,4.3,31.03
Clothing,Charcoal,Yes,Fortnightly,Male,Pants,Colorado,Cash,Fall,Store Pickup,S,No,36,265,5,3.9,96.12
Accessories,Gray,Yes,Weekly,Male,Backpack,Michigan,Cash,Spring,Courier,M,No,32,266,4,3.2,48.94
Accessories,White,Yes,Weekly,Male,Jewelry,Louisiana,Card,Summer,Courier,L,No,27,267,1,3.1,85.79
Clothing,Olive,Yes,Fortnightly,Male,Sweater,Maryland,Card,Spring,Courier,M,No,64,268,0,3.9,41.15
Footwear,Charcoal,Yes,Monthly,Male,Shoes,Georgia,Cash,Spring,Store Pickup,M,No,30,269,3,2.6,26.68
Clothing,Cyan,Yes,Weekly,Male,T-shirt,Delaware,Card,Summer,Courier,L,Yes,41,270,4,3.9,103.95
Clothing,Charcoal,Yes,Weekly,Male,Blouse,Georgia,Cash,Winter,Store Pickup,M,No,30,270,8,3.3,28.78
Clothing,Orange,Yes,Fortnightly,Male,Jeans,North Dakota,Cash,Fall,Courier,XL,Yes,33,271,5,4.6,38.5
Clothing,Teal,Yes,Fortnightly,Male,Shirt,West Virginia,Card,Fall,Courier,M,Yes,21,271,3,3.9,140.84
Accessories,Yellow,Yes,Fortnightly,Male,Sunglasses,Maryland,Card,Summer,Courier,XL,Yes,28,272,0,4.6,69.24
Clothing,Yellow,Yes,Fortnightly,Male,Shirt,Hawaii,Card,Fall,Courier,L,No,36,272,7,3.1,30.98
Accessories,Beige,Yes,Weekly,Male,Jewelry,Oregon,Card,Summer,Courier,M,No,48,273,0,4.4,12.94
Accessories,Peach,Yes,Monthly,Male,Gloves,New York,Cash,Winter,Store Pickup,L,No,19,273,1,3.3,34.4
Outerwear,Silver,Yes,Quarterly,Male,Coat,North Dakota,Card,Spring,Courier,S,No,33,274,1,4.2,18.3
Accessories,Peach,Yes,Fortnightly,Male,Scarf,New Mexico,Card,Fall,Store Pickup,M,No,22,274,0,3.6,60
Clothing,Olive,Yes,Quarterly,Male,Skirt,Indiana,Card,Winter,Courier,S,No,64,275,0,4.3,53.96
Accessories,Indigo,Yes,Weekly,Male,Jewelry,Maryland,Cash,Spring,Courier,M,No,54,275,2,3,17.45
Accessories,Charcoal,Yes,Monthly,Male,Hat,Kentucky,Cash,Spring,Store Pickup,L,Yes,28,276,6,4.5,64.37
Accessories,Lavender,Yes,Weekly,Male,Backpack,Virginia,Card,Winter,Courier,XL,Yes,48,276,6,4,129.82
Clothing,Turquoise,Yes,Fortnightly,Male,Skirt,South Dakota,Cash,Fall,Courier,XL,No,25,277,9,3.5,15.82
Clothing,Indigo,Yes,Weekly,Male,Hoodie,West Virginia,Card,Fall,Courier,L,No,34,277,4,2.8,25.65
Clothing,Green,Yes,Weekly,Male,Shirt,Georgia,Cash,Winter,Store Pickup,M,No,29,278,0,3,15.07
Footwear,Silver,Yes,Monthly,Male,Boots,North Dakota,Cash,Fall,Courier,L,No,36,278,0,2.7,34.39
Clothing,Orange,Yes,Fortnightly,Male,Sweater,Hawaii,Card,Spring,Courier,M,Yes,24,279,3,3.7,245.33
Clothing,Beige,Yes,Monthly,Male,Blouse,Oregon,Card,Fall,Store Pickup,M,No,24,279,5,2.9,954.24
Footwear,Turquoise,Yes,Monthly,Male,Sneakers,Arkansas,Cash,Summer,Courier,L,No,23,280,0,4,69.21
Footwear,Cyan,Yes,Weekly,Male,Sandals,Montana,Cash,Fall,Courier,S,Yes,45,281,3,4.2,69.18
Accessories,Charcoal,Yes,Weekly,Male,Belt,Oklahoma,Card,Spring,Courier,XL,No,38,282,3,2.5,52.16
Clothing,Teal,Yes,Monthly,Male,Skirt,Minnesota,Cash,Summer,Courier,M,No,21,283,2,3,221.64
Clothing,Maroon,Yes,Fortnightly,Male,Sweater,Montana,Card,Fall,Store Pickup,S,No,32,284,5,3.2,15.81
Clothing,Red,Yes,Quarterly,Male,Skirt,Ohio,Card,Summer,Courier,M,No,34,285,3,3.5,29.89
Accessories,Yellow,Yes,Weekly,Male,Handbag,Kentucky,Card,Summer,Courier,XL,Yes,29,286,2,4.8,23.67
Accessories,Gray,Yes,Fortnightly,Male,Jewelry,Nebraska,Card,Summer,Store Pickup,L,No,27,287,5,2.6,37.14
Accessories,Blue,Yes,Fortnightly,Male,Scarf,Delaware,Card,Spring,Courier,L,No,56,288,4,3.4,21.82
Clothing,Lavender,Yes,Weekly,Male,T-shirt,North Carolina,Card,Winter,Courier,M,No,30,289,1,3.7,54.02
Outerwear,Yellow,Yes,Monthly,Male,Coat,New York,Card,Fall,Courier,M,Yes,49,290,2,4.5,129.73
Clothing,Indigo,Yes,Weekly,Male,T-shirt,Colorado,Card,Winter,Courier,M,No,43,291,0,3.7,18.29
Clothing,Violet,Yes,Monthly,Male,Dress,Delaware,Cash,Fall,Store Pickup,XL,No,24,292,0,3.3,12.94
Footwear,Green,Yes,Quarterly,Male,Shoes,Utah,Cash,Spring,Courier,M,Yes,60,293,2,4.7,568.09
Accessories,White,Yes,Fortnightly,Male,Handbag,Connecticut,Card,Spring,Courier,M,No,33,294,1,2.7,23.66
Clothing,Gold,Yes,Monthly,Male,Skirt,New Jersey,Card,Spring,Store Pickup,M,Yes,70,295,4,4.6,9.12
Accessories,Indigo,Yes,Quarterly,Male,Sunglasses,West Virginia,Card,Winter,Store Pickup,M,No,28,296,2,2.7,26.67
Footwear,Lavender,Yes,Weekly,Male,Sandals,Indiana,Card,Spring,Courier,S,Yes,25,297,4,4.8,82.89
Footwear,Purple,Yes,Weekly,Male,Shoes,Delaware,Card,Summer,Courier,XL,No,48,298,3,4.4,12.94
Clothing,Lavender,Yes,Monthly,Male,T-shirt,Maryland,Card,Winter,Courier,M,No,33,299,9,4,39.83
Footwear,Maroon,Yes,Fortnightly,Male,Sneakers,Pennsylvania,Card,Summer,Store Pickup,M,No,25,300,2,3.2,104.07
Accessories,Teal,Yes,Weekly,Male,Hat,Iowa,Card,Spring,Store Pickup,M,Yes,29,301,2,4.4,395.54
Clothing,Green,Yes,Monthly,Male,Skirt,Pennsylvania,Card,Spring,Courier,M,Yes,26,302,2,3.8,244.88
Clothing,Olive,Yes,Monthly,Male,Sweater,Delaware,Cash,Summer,Courier,L,No,37,303,2,3.6,28.77
Footwear,Turquoise,Yes,Weekly,Male,Sandals,Oregon,Card,Summer,Store Pickup,M,No,20,304,0,3.3,50.68
Clothing,Green,Yes,Weekly,Male,Dress,Oregon,Card,Winter,Store Pickup,M,No,40,305,0,3.4,124.05
Clothing,Teal,Yes,Fortnightly,Male,Sweater,Utah,Card,Fall,Courier,M,No,60,306,2,3.5,48.93
Outerwear,White,Yes,Fortnightly,Male,Jacket,North Dakota,Cash,Summer,Courier,S,No,26,307,3,3.6,34.41
Accessories,Orange,Yes,Monthly,Male,Gloves,Florida,Card,Winter,Courier,M,No,29,308,2,3.2,17.45
Accessories,Beige,Yes,Weekly,Male,Handbag,Maryland,Card,Fall,Courier,M,No,66,309,0,3.7,15.06
Clothing,Yellow,Yes,Fortnightly,Male,Dress,Minnesota,Cash,Spring,Courier,M,Yes,66,310,3,4.5,10.29
Clothing,Charcoal,Yes,Fortnightly,Male,Pants,Montana,Cash,Winter,Courier,M,Yes,56,311,0,4.6,129.63
Clothing,Silver,Yes,Monthly,Male,Jeans,Rhode Island,Cash,Winter,Store Pickup,L,No,33,312,4,4.1,38.48
Clothing,Green,Yes,Fortnightly,Male,Pants,Massachusetts,Card,Spring,Store Pickup,L,No,38,313,5,3.4,156.63
Clothing,Pink,Yes,Monthly,Male,Dress,Vermont,Card,Spring,Courier,M,No,22,314,0,3.7,92.54
Clothing,Purple,Yes,Monthly,Male,Pants,New Jersey,Card,Summer,Store Pickup,M,No,30,315,4,3.3,11.59
Accessories,Orange,Yes,Fortnightly,Male,Jewelry,Wisconsin,Card,Spring,Courier,XL,Yes,66,316,2,4.5,11.58
Accessories,Charcoal,Yes,Monthly,Male,Handbag,California,Card,Fall,Courier,M,No,36,317,0,3.3,10.29
Clothing,Teal,Yes,Monthly,Male,Sweater,West Virginia,Cash,Fall,Courier,L,Yes,43,318,0,4.3,113.78
Accessories,Beige,Yes,Fortnightly,Male,Backpack,South Dakota,Cash,Winter,Courier,M,No,45,319,1,2.5,64.45
Clothing,White,Yes,Monthly,Male,Shorts,Maine,Cash,Spring,Courier,XL,No,33,320,0,2.6,82.85
Accessories,White,Yes,Quarterly,Male,Jewelry,Kansas,Card,Summer,Courier,L,Yes,66,321,2,4.9,77.08
Footwear,Orange,Yes,Quarterly,Male,Sneakers,Vermont,Card,Summer,Courier,L,Yes,41,322,0,4.7,20.89
Accessories,Cyan,Yes,Monthly,Male,Belt,Tennessee,Card,Winter,Courier,S,No,41,323,0,3,244.44
Clothing,Orange,Yes,Weekly,Male,Hoodie,Tennessee,Card,Winter,Store Pickup,M,No,66,324,1,3.5,96.06
Clothing,Olive,Yes,Quarterly,Male,Shirt,Wyoming,Card,Summer,Courier,M,Yes,37,325,0,4.8,113.71
Clothing,Charcoal,Yes,Fortnightly,Male,Pants,Vermont,Card,Winter,Courier,M,No,70,326,0,4.3,71.64
Accessories,White,Yes,Weekly,Male,Scarf,New Jersey,Cash,Fall,Store Pickup,M,No,25,327,0,3.2,25.67
Clothing,Violet,Yes,Fortnightly,Male,Sweater,Kentucky,Cash,Spring,Courier,M,No,22,327,0,2.6,67.14
Outerwear,Teal,Yes,Weekly,Male,Coat,Iowa,Card,Summer,Courier,M,No,36,328,0,3.1,26.66
Outerwear,Yellow,Yes,Weekly,Male,Coat,Florida,Card,Fall,Courier,M,No,48,329,2,2.8,35.7
Clothing,White,Yes,Monthly,Male,Socks,Nevada,Cash,Summer,Courier,S,No,70,330,1,2.9,16.6
Clothing,Beige,Yes,Weekly,Male,Sweater,North Dakota,Card,Winter,Courier,M,No,26,331,0,3.7,37.12
Clothing,Beige,Yes,Quarterly,Male,Shirt,Florida,Card,Fall,Store Pickup,L,Yes,31,332,0,3.3,393.73
Clothing,Maroon,Yes,Monthly,Male,Shirt,New York,Card,Winter,Courier,M,No,19,333,4,2.8,135.25
Clothing,Teal,Yes,Weekly,Male,Sweater,Alaska,Cash,Winter,Courier,M,Yes,39,334,5,4.5,58.11
Clothing,Lavender,Yes,Fortnightly,Male,Blouse,Kansas,Card,Fall,Store Pickup,M,No,41,335,1,2.6,31.02
Clothing,Maroon,Yes,Monthly,Male,Sweater,Oregon,Card,Spring,Courier,L,No,20,336,0,3.7,129.54
Accessories,Orange,Yes,Fortnightly,Male,Hat,Rhode Island,Card,Fall,Courier,S,Yes,36,337,5,4.4,108.52
Clothing,Cyan,Yes,Fortnightly,Male,Sweater,New Mexico,Cash,Winter,Courier,M,No,32,338,5,4.3,48.91
Clothing,Silver,Yes,Weekly,Male,Hoodie,Massachusetts,Cash,Winter,Courier,M,No,33,339,5,3.5,99.83
Clothing,Teal,Yes,Monthly,Male,Shorts,Pennsylvania,Card,Spring,Courier,M,No,40,340,3,3.8,18.29
Clothing,Blue,Yes,Monthly,Male,Shorts,New Jersey,Card,Summer,Courier,L,No,40,341,0,3.5,32.08
Accessories,Blue,Yes,Weekly,Male,Hat,Utah,Card,Summer,Store Pickup,S,Yes,20,342,0,4.6,9.11
Outerwear,Olive,Yes,Monthly,Male,Coat,Kentucky,Card,Spring,Store Pickup,M,No,64,343,0,2.6,20.88
Footwear,Purple,Yes,Monthly,Male,Sandals,Nebraska,Card,Summer,Store Pickup,M,No,27,344,2,4.4,23.65
Clothing,Charcoal,Yes,Monthly,Male,Skirt,Virginia,Card,Winter,Courier,M,No,24,345,0,4,74.5
Footwear,Olive,Yes,Fortnightly,Male,Shoes,Wyoming,Cash,Winter,Store Pickup,S,Yes,48,346,2,4.4,48.89
Clothing,Violet,Yes,Weekly,Male,Jeans,New Mexico,Cash,Spring,Store Pickup,L,Yes,49,347,4,4.7,35.69
Footwear,Red,Yes,Fortnightly,Male,Sandals,Oregon,Card,Fall,Store Pickup,L,No,36,348,0,3.9,25.66
Clothing,Beige,Yes,Fortnightly,Male,Blouse,South Carolina,Card,Fall,Courier,M,No,56,349,4,2.7,48.87
Accessories,Green,Yes,Weekly,Male,Hat,Arizona,Cash,Winter,Courier,M,No,37,350,2,3.7,141.06
Clothing,Teal,Yes,Weekly,Male,Skirt,New York,Card,Winter,Courier,M,Yes,28,352,2,3.9,167.56
Clothing,Yellow,Yes,Monthly,Male,Jeans,Texas,Cash,Fall,Store Pickup,XL,Yes,27,353,8,4.9,74.47
Footwear,Yellow,Yes,Monthly,Male,Sneakers,Missouri,Card,Fall,Store Pickup,L,No,34,354,0,4.1,58.08
Accessories,Olive,Yes,Weekly,Male,Jewelry,Pennsylvania,Card,Fall,Courier,S,No,43,355,0,3,89.01
Accessories,Magenta,Yes,Monthly,Male,Jewelry,Oregon,Card,Fall,Courier,XL,No,37,356,0,4.1,26.65
Clothing,Black,Yes,Weekly,Male,Pants,Nevada,Cash,Spring,Courier,L,No,56,357,2,3.8,104.01
Accessories,Olive,Yes,Weekly,Male,Belt,Arkansas,Card,Spring,Courier,M,No,18,358,5,4,44.14
Accessories,Magenta,Yes,Monthly,Male,Hat,Minnesota,Card,Summer,Courier,XL,No,48,359,0,3.6,12.26
Footwear,Olive,Yes,Monthly,Male,Sneakers,Georgia,Card,Winter,Store Pickup,M,No,31,360,1,3,82.81
Clothing,Teal,Yes,Fortnightly,Male,Pants,Rhode Island,Card,Summer,Courier,M,No,27,361,4,3,15.81
Clothing,White,Yes,Fortnightly,Male,T-shirt,Nevada,Cash,Spring,Courier,M,No,28,362,0,2.6,275.08
Footwear,Charcoal,Yes,Fortnightly,Male,Sneakers,Texas,Card,Fall,Courier,M,No,28,363,0,3.4,58.06
Clothing,Yellow,Yes,Fortnightly,Male,Shorts,Florida,Cash,Winter,Courier,L,No,55,364,0,3.1,148.84
Footwear,Charcoal,Yes,Monthly,Male,Shoes,North Dakota,Card,Summer,Courier,L,No,25,365,6,3,148.71
Accessories,Gray,Yes,Quarterly,Male,Gloves,West Virginia,Card,Summer,Courier,XL,No,55,366,0,3.7,148.59
Clothing,Turquoise,Yes,Fortnightly,Male,Socks,Nebraska,Card,Spring,Store Pickup,M,No,64,367,0,3.5,20.88
Clothing,Cyan,Yes,Monthly,Male,Dress,Tennessee,Cash,Spring,Store Pickup,XL,No,19,368,4,2.8,24.62
Accessories,Charcoal,Yes,Monthly,Male,Handbag,Oklahoma,Cash,Spring,Courier,M,Yes,24,369,1,4.5,23.65
Accessories,Silver,Yes,Quarterly,Male,Belt,Wisconsin,Card,Summer,Store Pickup,M,No,38,370,0,3.3,24.61
Accessories,Olive,Yes,Weekly,Male,Scarf,Oregon,Card,Winter,Courier,M,No,54,371,6,3.4,19.09
Footwear,Pink,Yes,Monthly,Male,Sneakers,North Carolina,Card,Winter,Courier,S,No,27,372,0,3.2,118.77
Clothing,Orange,Yes,Weekly,Male,Sweater,Pennsylvania,Card,Summer,Courier,L,No,24,373,6,3.7,129.44
Outerwear,White,Yes,Weekly,Male,Coat,North Dakota,Card,Summer,Courier,L,Yes,23,374,9,4.6,13.6
Accessories,Purple,Yes,Monthly,Male,Jewelry,Ohio,Cash,Spring,Store Pickup,S,Yes,33,375,0,5,96.01
Accessories,Olive,Yes,Quarterly,Male,Sunglasses,Oklahoma,Card,Summer,Courier,M,No,54,376,5,4.4,17.44
Footwear,Gray,Yes,Weekly,Male,Shoes,South Carolina,Card,Fall,Courier,S,Yes,27,377,1,4.9,37.11
Accessories,Silver,Yes,Monthly,Male,Scarf,Maine,Card,Spring,Courier,M,No,34,378,0,4.1,17.44
Clothing,Orange,Yes,Monthly,Male,Dress,Nevada,Card,Winter,Store Pickup,L,Yes,21,379,3,4.9,54
Clothing,Magenta,Yes,Weekly,Male,T-shirt,Montana,Card,Fall,Courier,S,Yes,32,380,0,4.7,15.06
Accessories,Beige,Yes,Weekly,Male,Backpack,New Hampshire,Cash,Fall,Store Pickup,XL,No,39,381,4,3,69.15
Accessories,Lavender,Yes,Monthly,Male,Jewelry,Maine,Card,Winter,Store Pickup,L,No,66,382,2,3.4,12.26
Clothing,Peach,Yes,Quarterly,Male,Jeans,California,Card,Winter,Store Pickup,M,No,28,383,0,3.2,88.97
Accessories,Magenta,Yes,Quarterly,Male,Sunglasses,West Virginia,Card,Fall,Courier,S,No,50,384,5,2.9,92.49
Clothing,Beige,Yes,Fortnightly,Male,Sweater,California,Card,Fall,Courier,M,Yes,70,385,5,4.5,18.28
Clothing,Yellow,Yes,Weekly,Male,Shorts,West Virginia,Card,Fall,Store Pickup,S,No,31,386,8,2.7,202.9
Accessories,Brown,Yes,Quarterly,Male,Jewelry,Louisiana,Card,Spring,Courier,L,No,64,387,0,3.4,23.64
Outerwear,Silver,Yes,Fortnightly,Male,Coat,Georgia,Card,Summer,Store Pickup,L,Yes,45,388,0,4.6,202.63
Accessories,Orange,Yes,Quarterly,Male,Handbag,Washington,Card,Summer,Store Pickup,M,No,22,389,1,2.7,113.64
Footwear,Purple,Yes,Monthly,Male,Boots,Virginia,Cash,Spring,Courier,L,No,27,390,2,4.2,26.64
Accessories,Indigo,Yes,Fortnightly,Male,Gloves,Indiana,Card,Winter,Courier,M,No,25,391,4,3.2,74.43
Clothing,Gray,Yes,Fortnightly,Male,Sweater,Minnesota,Cash,Spring,Courier,L,Yes,37,392,2,4.8,135.14
Clothing,Black,Yes,Fortnightly,Male,T-shirt,Idaho,Card,Spring,Store Pickup,XL,No,26,393,0,3.3,113.56
Footwear,Maroon,Yes,Fortnightly,Male,Shoes,Vermont,Card,Fall,Courier,L,No,33,394,5,4.2,60.08
Accessories,Beige,Yes,Weekly,Male,Scarf,North Dakota,Card,Spring,Store Pickup,M,Yes,43,395,6,4.8,15.06
Footwear,Brown,Yes,Fortnightly,Male,Sneakers,Rhode Island,Card,Winter,Store Pickup,L,Yes,37,396,1,4.9,60.05
Clothing,Black,Yes,Fortnightly,Male,Dress,South Carolina,Cash,Fall,Courier,S,Yes,26,397,2,3.9,148.46
Accessories,Indigo,Yes,Fortnightly,Male,Belt,Mississippi,Cash,Fall,Courier,M,No,22,398,2,3,31.01
Footwear,Silver,Yes,Monthly,Male,Boots,Montana,Card,Winter,Courier,S,Yes,20,399,2,4.6,64.42
Accessories,Blue,Yes,Monthly,Male,Scarf,Idaho,Card,Fall,Courier,L,No,60,400,9,3.5,19.93
Footwear,Green,Yes,Fortnightly,Male,Boots,Utah,Card,Winter,Courier,M,Yes,39,401,6,4.8,62.3
Clothing,Orange,Yes,Quarterly,Male,T-shirt,Oklahoma,Cash,Fall,Courier,L,Yes,43,402,3,4.8,179.08
Accessories,Cyan,Yes,Monthly,Male,Backpack,California,Card,Fall,Courier,L,No,31,403,2,3,95.96
Footwear,Orange,Yes,Fortnightly,Male,Sneakers,Nevada,Cash,Winter,Store Pickup,M,Yes,19,404,8,4.5,29.88
Clothing,Indigo,Yes,Monthly,Male,T-shirt,Delaware,Card,Spring,Store Pickup,M,Yes,35,405,1,4.8,202.36
Clothing,Silver,Yes,Fortnightly,Male,Jeans,South Carolina,Cash,Summer,Courier,S,No,41,406,5,3.8,82.77
Accessories,Peach,Yes,Monthly,Male,Gloves,Maryland,Cash,Spring,Courier,M,Yes,19,407,6,4.6,42.54
Clothing,Teal,Yes,Weekly,Male,Hoodie,North Carolina,Card,Spring,Store Pickup,XL,No,45,408,4,3.1,88.92
Footwear,White,Yes,Fortnightly,Male,Sneakers,Alabama,Cash,Spring,Courier,L,No,34,409,0,3.4,62.27
Clothing,Brown,Yes,Monthly,Male,Shorts,Minnesota,Cash,Winter,Courier,M,No,35,410,1,3.3,37.1
Clothing,Lavender,Yes,Quarterly,Male,Sweater,Virginia,Card,Spring,Courier,L,Yes,29,411,0,4.8,12.93
Clothing,Indigo,Yes,Fortnightly,Male,Jeans,Michigan,Card,Summer,Courier,M,No,54,412,5,2.8,15.05
Outerwear,Yellow,Yes,Weekly,Male,Jacket,Maine,Cash,Summer,Store Pickup,M,No,24,413,2,3.1,82.73
Accessories,White,Yes,Monthly,Male,Jewelry,Nevada,Cash,Summer,Courier,S,Yes,70,414,0,4.6,562.44
Accessories,Violet,Yes,Weekly,Male,Backpack,Wyoming,Card,Winter,Store Pickup,L,No,29,415,1,2.6,148.33
Outerwear,Lavender,Yes,Monthly,Male,Coat,Connecticut,Cash,Winter,Courier,M,No,31,416,0,2.6,16.59
Accessories,Olive,Yes,Fortnightly,Male,Belt,Oregon,Cash,Spring,Courier,L,No,36,417,2,3.8,42.53
Footwear,Beige,Yes,Quarterly,Male,Sandals,Mississippi,Card,Fall,Courier,L,Yes,23,418,0,4.5,108.45
Clothing,Purple,Yes,Weekly,Male,Sweater,Illinois,Card,Spring,Courier,L,No,18,419,2,3,79.96
Clothing,Teal,Yes,Monthly,Male,Shorts,Utah,Card,Winter,Courier,S,No,28,420,6,3.5,178.89
Clothing,Peach,Yes,Weekly,Male,Socks,North Carolina,Card,Spring,Courier,S,No,32,421,4,3.8,41.14
Clothing,Violet,Yes,Weekly,Male,Shirt,Kentucky,Cash,Winter,Courier,M,No,38,422,0,3.5,24.6
Clothing,Purple,Yes,Fortnightly,Male,Pants,Minnesota,Card,Fall,Store Pickup,M,No,33,423,1,3.1,48.85
Accessories,Teal,Yes,Weekly,Male,Scarf,New York,Card,Spring,Store Pickup,L,No,26,424,3,3,12.93
Clothing,Gold,Yes,Fortnightly,Male,Sweater,Illinois,Card,Winter,Courier,M,No,66,425,0,4.3,10.95
Clothing,Teal,Yes,Quarterly,Male,Jeans,North Dakota,Card,Winter,Store Pickup,S,No,40,426,3,3.3,140.95
Clothing,Violet,Yes,Quarterly,Male,Pants,Louisiana,Card,Winter,Courier,M,Yes,43,427,4,4.7,74.4
Footwear,Beige,Yes,Monthly,Male,Boots,Connecticut,Card,Summer,Store Pickup,L,No,25,427,4,2.7,9.71
